week,agent_role,action,reward,done,policy_type,model_name,state_json,next_state_json
2,Distributor,50,-548.0,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 30, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 40, ""last_order"": 40, ""current_week"": 2}","{""inventory"": 0, ""backlog"": 70, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 50, ""last_order"": 50, ""current_week"": 2}"
2,Factory,50,-548.0,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 30, ""incoming_shipments"": 50, ""pipeline_inventory"": 50, ""last_customer_demand"": 40, ""last_order"": 40, ""current_week"": 2}","{""inventory"": 0, ""backlog"": 70, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 50, ""last_order"": 50, ""current_week"": 2}"
3,Retailer,42,-714.0,False,llm,qwen2.5:1.5b,"{""inventory"": 8, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 4, ""last_order"": 50, ""current_week"": 3}","{""inventory"": 24, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 4, ""last_order"": 42, ""current_week"": 3}"
3,Wholesaler,40,-714.0,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 76, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 50, ""last_order"": 50, ""current_week"": 3}","{""inventory"": 0, ""backlog"": 106, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 42, ""last_order"": 40, ""current_week"": 3}"
3,Distributor,40,-714.0,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 70, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 50, ""last_order"": 50, ""current_week"": 3}","{""inventory"": 0, ""backlog"": 100, ""incoming_shipments"": 50, ""pipeline_inventory"": 50, ""last_customer_demand"": 40, ""last_order"": 40, ""current_week"": 3}"
3,Factory,90,-714.0,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 70, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 50, ""last_order"": 50, ""current_week"": 3}","{""inventory"": 0, ""backlog"": 70, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 40, ""last_order"": 90, ""current_week"": 3}"
4,Retailer,38,-915.353125,False,llm,qwen2.5:1.5b,"{""inventory"": 24, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 4, ""last_order"": 42, ""current_week"": 4}","{""inventory"": 16, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 38, ""current_week"": 4}"
4,Wholesaler,50,-915.353125,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 106, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 42, ""last_order"": 40, ""current_week"": 4}","{""inventory"": 0, ""backlog"": 148, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 38, ""last_order"": 50, ""current_week"": 4}"
4,Distributor,50,-915.353125,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 100, ""incoming_shipments"": 50, ""pipeline_inventory"": 50, ""last_customer_demand"": 40, ""last_order"": 40, ""current_week"": 4}","{""inventory"": 0, ""backlog"": 140, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 50, ""last_order"": 50, ""current_week"": 4}"
4,Factory,80,-915.353125,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 70, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 40, ""last_order"": 90, ""current_week"": 4}","{""inventory"": 0, ""backlog"": 70, ""incoming_shipments"": 140, ""pipeline_inventory"": 140, ""last_customer_demand"": 50, ""last_order"": 80, ""current_week"": 4}"
5,Retailer,42,-972.590625,False,llm,qwen2.5:1.5b,"{""inventory"": 16, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 38, ""current_week"": 5}","{""inventory"": 28, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 42, ""current_week"": 5}"
5,Wholesaler,42,-972.590625,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 148, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 38, ""last_order"": 50, ""current_week"": 5}","{""inventory"": 0, ""backlog"": 166, ""incoming_shipments"": 50, ""pipeline_inventory"": 50, ""last_customer_demand"": 42, ""last_order"": 42, ""current_week"": 5}"
5,Distributor,90,-972.590625,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 140, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 50, ""last_order"": 50, ""current_week"": 5}","{""inventory"": 0, ""backlog"": 140, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 42, ""last_order"": 90, ""current_week"": 5}"
5,Factory,70,-972.590625,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 70, ""incoming_shipments"": 140, ""pipeline_inventory"": 140, ""last_customer_demand"": 50, ""last_order"": 80, ""current_week"": 5}","{""inventory"": 0, ""backlog"": 70, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 90, ""last_order"": 70, ""current_week"": 5}"
6,Retailer,50,-1074.3822916666668,False,llm,qwen2.5:1.5b,"{""inventory"": 28, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 42, ""current_week"": 6}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 50, ""current_week"": 6}"
6,Wholesaler,50,-1074.3822916666668,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 166, ""incoming_shipments"": 50, ""pipeline_inventory"": 50, ""last_customer_demand"": 42, ""last_order"": 42, ""current_week"": 6}","{""inventory"": 0, ""backlog"": 208, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 50, ""last_order"": 50, ""current_week"": 6}"
6,Distributor,80,-1074.3822916666668,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 140, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 42, ""last_order"": 90, ""current_week"": 6}","{""inventory"": 0, ""backlog"": 142, ""incoming_shipments"": 140, ""pipeline_inventory"": 140, ""last_customer_demand"": 50, ""last_order"": 80, ""current_week"": 6}"
6,Factory,80,-1074.3822916666668,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 70, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 90, ""last_order"": 70, ""current_week"": 6}","{""inventory"": 0, ""backlog"": 70, ""incoming_shipments"": 150, ""pipeline_inventory"": 150, ""last_customer_demand"": 80, ""last_order"": 80, ""current_week"": 6}"
7,Retailer,40,-1088.09921875,False,llm,qwen2.5:1.5b,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 50, ""current_week"": 7}","{""inventory"": 32, ""backlog"": 0, ""incoming_shipments"": 50, ""pipeline_inventory"": 50, ""last_customer_demand"": 8, ""last_order"": 40, ""current_week"": 7}"
7,Wholesaler,90,-1088.09921875,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 208, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 50, ""last_order"": 50, ""current_week"": 7}","{""inventory"": 0, ""backlog"": 208, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 40, ""last_order"": 90, ""current_week"": 7}"
7,Distributor,92,-1088.09921875,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 142, ""incoming_shipments"": 140, ""pipeline_inventory"": 140, ""last_customer_demand"": 50, ""last_order"": 80, ""current_week"": 7}","{""inventory"": 0, ""backlog"": 142, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 90, ""last_order"": 92, ""current_week"": 7}"
7,Factory,50,-1088.09921875,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 70, ""incoming_shipments"": 150, ""pipeline_inventory"": 150, ""last_customer_demand"": 80, ""last_order"": 80, ""current_week"": 7}","{""inventory"": 0, ""backlog"": 70, ""incoming_shipments"": 150, ""pipeline_inventory"": 150, ""last_customer_demand"": 92, ""last_order"": 50, ""current_week"": 7}"
8,Retailer,50,-1135.4768749999998,False,llm,qwen2.5:1.5b,"{""inventory"": 32, ""backlog"": 0, ""incoming_shipments"": 50, ""pipeline_inventory"": 50, ""last_customer_demand"": 8, ""last_order"": 40, ""current_week"": 8}","{""inventory"": 24, ""backlog"": 0, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 8, ""last_order"": 50, ""current_week"": 8}"
8,Wholesaler,50,-1135.4768749999998,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 208, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 40, ""last_order"": 90, ""current_week"": 8}","{""inventory"": 0, ""backlog"": 208, ""incoming_shipments"": 140, ""pipeline_inventory"": 140, ""last_customer_demand"": 50, ""last_order"": 50, ""current_week"": 8}"
8,Distributor,100,-1135.4768749999998,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 142, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 90, ""last_order"": 92, ""current_week"": 8}","{""inventory"": 0, ""backlog"": 142, ""incoming_shipments"": 150, ""pipeline_inventory"": 150, ""last_customer_demand"": 50, ""last_order"": 100, ""current_week"": 8}"
8,Factory,72,-1135.4768749999998,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 70, ""incoming_shipments"": 150, ""pipeline_inventory"": 150, ""last_customer_demand"": 92, ""last_order"": 50, ""current_week"": 8}","{""inventory"": 0, ""backlog"": 92, ""incoming_shipments"": 130, ""pipeline_inventory"": 130, ""last_customer_demand"": 100, ""last_order"": 72, ""current_week"": 8}"
9,Retailer,42,-1152.53203125,False,llm,qwen2.5:1.5b,"{""inventory"": 24, ""backlog"": 0, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 8, ""last_order"": 50, ""current_week"": 9}","{""inventory"": 66, ""backlog"": 0, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 8, ""last_order"": 42, ""current_week"": 9}"
9,Wholesaler,76,-1152.53203125,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 208, ""incoming_shipments"": 140, ""pipeline_inventory"": 140, ""last_customer_demand"": 50, ""last_order"": 50, ""current_week"": 9}","{""inventory"": 0, ""backlog"": 208, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 42, ""last_order"": 76, ""current_week"": 9}"
9,Distributor,50,-1152.53203125,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 142, ""incoming_shipments"": 150, ""pipeline_inventory"": 150, ""last_customer_demand"": 50, ""last_order"": 100, ""current_week"": 9}","{""inventory"": 0, ""backlog"": 112, ""incoming_shipments"": 150, ""pipeline_inventory"": 150, ""last_customer_demand"": 76, ""last_order"": 50, ""current_week"": 9}"
9,Factory,58,-1152.53203125,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 92, ""incoming_shipments"": 130, ""pipeline_inventory"": 130, ""last_customer_demand"": 100, ""last_order"": 72, ""current_week"": 9}","{""inventory"": 0, ""backlog"": 112, ""incoming_shipments"": 122, ""pipeline_inventory"": 122, ""last_customer_demand"": 50, ""last_order"": 58, ""current_week"": 9}"
10,Retailer,58,-1079.7419642857144,False,llm,qwen2.5:1.5b,"{""inventory"": 66, ""backlog"": 0, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 8, ""last_order"": 42, ""current_week"": 10}","{""inventory"": 98, ""backlog"": 0, ""incoming_shipments"": 140, ""pipeline_inventory"": 140, ""last_customer_demand"": 8, ""last_order"": 58, ""current_week"": 10}"
10,Wholesaler,54,-1079.7419642857144,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 208, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 42, ""last_order"": 76, ""current_week"": 10}","{""inventory"": 0, ""backlog"": 160, ""incoming_shipments"": 150, ""pipeline_inventory"": 150, ""last_customer_demand"": 58, ""last_order"": 54, ""current_week"": 10}"
10,Distributor,84,-1079.7419642857144,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 112, ""incoming_shipments"": 150, ""pipeline_inventory"": 150, ""last_customer_demand"": 76, ""last_order"": 50, ""current_week"": 10}","{""inventory"": 0, ""backlog"": 118, ""incoming_shipments"": 130, ""pipeline_inventory"": 130, ""last_customer_demand"": 54, ""last_order"": 84, ""current_week"": 10}"
10,Factory,42,-1079.7419642857144,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 112, ""incoming_shipments"": 122, ""pipeline_inventory"": 122, ""last_customer_demand"": 50, ""last_order"": 58, ""current_week"": 10}","{""inventory"": 0, ""backlog"": 112, ""incoming_shipments"": 130, ""pipeline_inventory"": 130, ""last_customer_demand"": 84, ""last_order"": 42, ""current_week"": 10}"
11,Retailer,72,-1032.41796875,False,llm,qwen2.5:1.5b,"{""inventory"": 98, ""backlog"": 0, ""incoming_shipments"": 140, ""pipeline_inventory"": 140, ""last_customer_demand"": 8, ""last_order"": 58, ""current_week"": 11}","{""inventory"": 140, ""backlog"": 0, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 8, ""last_order"": 72, ""current_week"": 11}"
11,Wholesaler,72,-1032.41796875,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 160, ""incoming_shipments"": 150, ""pipeline_inventory"": 150, ""last_customer_demand"": 58, ""last_order"": 54, ""current_week"": 11}","{""inventory"": 0, ""backlog"": 138, ""incoming_shipments"": 150, ""pipeline_inventory"": 150, ""last_customer_demand"": 72, ""last_order"": 72, ""current_week"": 11}"
11,Distributor,50,-1032.41796875,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 118, ""incoming_shipments"": 130, ""pipeline_inventory"": 130, ""last_customer_demand"": 54, ""last_order"": 84, ""current_week"": 11}","{""inventory"": 0, ""backlog"": 92, ""incoming_shipments"": 122, ""pipeline_inventory"": 122, ""last_customer_demand"": 72, ""last_order"": 50, ""current_week"": 11}"
11,Factory,86,-1032.41796875,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 112, ""incoming_shipments"": 130, ""pipeline_inventory"": 130, ""last_customer_demand"": 84, ""last_order"": 42, ""current_week"": 11}","{""inventory"": 0, ""backlog"": 124, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 50, ""last_order"": 86, ""current_week"": 11}"
12,Retailer,84,-1155.4083333333333,False,llm,qwen2.5:1.5b,"{""inventory"": 140, ""backlog"": 0, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 8, ""last_order"": 72, ""current_week"": 12}","{""inventory"": 222, ""backlog"": 0, ""incoming_shipments"": 150, ""pipeline_inventory"": 150, ""last_customer_demand"": 8, ""last_order"": 84, ""current_week"": 12}"
12,Wholesaler,84,-1155.4083333333333,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 138, ""incoming_shipments"": 150, ""pipeline_inventory"": 150, ""last_customer_demand"": 72, ""last_order"": 72, ""current_week"": 12}","{""inventory"": 0, ""backlog"": 140, ""incoming_shipments"": 130, ""pipeline_inventory"": 130, ""last_customer_demand"": 84, ""last_order"": 84, ""current_week"": 12}"
12,Distributor,80,-1155.4083333333333,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 92, ""incoming_shipments"": 122, ""pipeline_inventory"": 122, ""last_customer_demand"": 72, ""last_order"": 50, ""current_week"": 12}","{""inventory"": 0, ""backlog"": 114, ""incoming_shipments"": 130, ""pipeline_inventory"": 130, ""last_customer_demand"": 84, ""last_order"": 80, ""current_week"": 12}"
12,Factory,54,-1155.4083333333333,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 124, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 50, ""last_order"": 86, ""current_week"": 12}","{""inventory"": 0, ""backlog"": 116, ""incoming_shipments"": 128, ""pipeline_inventory"": 128, ""last_customer_demand"": 80, ""last_order"": 54, ""current_week"": 12}"
13,Retailer,50,-1362.6209375,False,llm,qwen2.5:1.5b,"{""inventory"": 222, ""backlog"": 0, ""incoming_shipments"": 150, ""pipeline_inventory"": 150, ""last_customer_demand"": 8, ""last_order"": 84, ""current_week"": 13}","{""inventory"": 294, ""backlog"": 0, ""incoming_shipments"": 150, ""pipeline_inventory"": 150, ""last_customer_demand"": 8, ""last_order"": 50, ""current_week"": 13}"
13,Wholesaler,56,-1362.6209375,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 140, ""incoming_shipments"": 130, ""pipeline_inventory"": 130, ""last_customer_demand"": 84, ""last_order"": 84, ""current_week"": 13}","{""inventory"": 0, ""backlog"": 144, ""incoming_shipments"": 122, ""pipeline_inventory"": 122, ""last_customer_demand"": 50, ""last_order"": 56, ""current_week"": 13}"
13,Distributor,56,-1362.6209375,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 114, ""incoming_shipments"": 130, ""pipeline_inventory"": 130, ""last_customer_demand"": 84, ""last_order"": 80, ""current_week"": 13}","{""inventory"": 0, ""backlog"": 126, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 13}"
13,Factory,92,-1362.6209375,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 116, ""incoming_shipments"": 128, ""pipeline_inventory"": 128, ""last_customer_demand"": 80, ""last_order"": 54, ""current_week"": 13}","{""inventory"": 0, ""backlog"": 154, ""incoming_shipments"": 140, ""pipeline_inventory"": 140, ""last_customer_demand"": 56, ""last_order"": 92, ""current_week"": 13}"
14,Retailer,75,-1345.0654119318183,False,llm,qwen2.5:1.5b,"{""inventory"": 294, ""backlog"": 0, ""incoming_shipments"": 150, ""pipeline_inventory"": 150, ""last_customer_demand"": 8, ""last_order"": 50, ""current_week"": 14}","{""inventory"": 356, ""backlog"": 0, ""incoming_shipments"": 130, ""pipeline_inventory"": 130, ""last_customer_demand"": 8, ""last_order"": 75, ""current_week"": 14}"
14,Wholesaler,82,-1345.0654119318183,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 144, ""incoming_shipments"": 122, ""pipeline_inventory"": 122, ""last_customer_demand"": 50, ""last_order"": 56, ""current_week"": 14}","{""inventory"": 0, ""backlog"": 144, ""incoming_shipments"": 130, ""pipeline_inventory"": 130, ""last_customer_demand"": 75, ""last_order"": 82, ""current_week"": 14}"
14,Distributor,74,-1345.0654119318183,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 126, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 14}","{""inventory"": 0, ""backlog"": 124, ""incoming_shipments"": 128, ""pipeline_inventory"": 128, ""last_customer_demand"": 82, ""last_order"": 74, ""current_week"": 14}"
14,Factory,56,-1345.0654119318183,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 154, ""incoming_shipments"": 140, ""pipeline_inventory"": 140, ""last_customer_demand"": 56, ""last_order"": 92, ""current_week"": 14}","{""inventory"": 0, ""backlog"": 124, ""incoming_shipments"": 146, ""pipeline_inventory"": 146, ""last_customer_demand"": 74, ""last_order"": 56, ""current_week"": 14}"
15,Retailer,65,-1575.1841145833334,False,llm,qwen2.5:1.5b,"{""inventory"": 356, ""backlog"": 0, ""incoming_shipments"": 130, ""pipeline_inventory"": 130, ""last_customer_demand"": 8, ""last_order"": 75, ""current_week"": 15}","{""inventory"": 428, ""backlog"": 0, ""incoming_shipments"": 122, ""pipeline_inventory"": 122, ""last_customer_demand"": 8, ""last_order"": 65, ""current_week"": 15}"
15,Wholesaler,94,-1575.1841145833334,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 144, ""incoming_shipments"": 130, ""pipeline_inventory"": 130, ""last_customer_demand"": 75, ""last_order"": 82, ""current_week"": 15}","{""inventory"": 0, ""backlog"": 147, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 65, ""last_order"": 94, ""current_week"": 15}"
15,Distributor,68,-1575.1841145833334,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 124, ""incoming_shipments"": 128, ""pipeline_inventory"": 128, ""last_customer_demand"": 82, ""last_order"": 74, ""current_week"": 15}","{""inventory"": 0, ""backlog"": 164, ""incoming_shipments"": 140, ""pipeline_inventory"": 140, ""last_customer_demand"": 94, ""last_order"": 68, ""current_week"": 15}"
15,Factory,82,-1575.1841145833334,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 124, ""incoming_shipments"": 146, ""pipeline_inventory"": 146, ""last_customer_demand"": 74, ""last_order"": 56, ""current_week"": 15}","{""inventory"": 0, ""backlog"": 144, ""incoming_shipments"": 148, ""pipeline_inventory"": 148, ""last_customer_demand"": 68, ""last_order"": 82, ""current_week"": 15}"
16,Retailer,25,-1595.5073918269231,False,llm,qwen2.5:1.5b,"{""inventory"": 428, ""backlog"": 0, ""incoming_shipments"": 122, ""pipeline_inventory"": 122, ""last_customer_demand"": 8, ""last_order"": 65, ""current_week"": 16}","{""inventory"": 470, ""backlog"": 0, ""incoming_shipments"": 130, ""pipeline_inventory"": 130, ""last_customer_demand"": 8, ""last_order"": 25, ""current_week"": 16}"
16,Wholesaler,82,-1595.5073918269231,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 147, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 65, ""last_order"": 94, ""current_week"": 16}","{""inventory"": 0, ""backlog"": 154, ""incoming_shipments"": 128, ""pipeline_inventory"": 128, ""last_customer_demand"": 25, ""last_order"": 82, ""current_week"": 16}"
16,Distributor,74,-1595.5073918269231,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 164, ""incoming_shipments"": 140, ""pipeline_inventory"": 140, ""last_customer_demand"": 94, ""last_order"": 68, ""current_week"": 16}","{""inventory"": 0, ""backlog"": 172, ""incoming_shipments"": 146, ""pipeline_inventory"": 146, ""last_customer_demand"": 82, ""last_order"": 74, ""current_week"": 16}"
16,Factory,94,-1595.5073918269231,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 144, ""incoming_shipments"": 148, ""pipeline_inventory"": 148, ""last_customer_demand"": 68, ""last_order"": 82, ""current_week"": 16}","{""inventory"": 0, ""backlog"": 120, ""incoming_shipments"": 138, ""pipeline_inventory"": 138, ""last_customer_demand"": 74, ""last_order"": 94, ""current_week"": 16}"
