week,agent_role,action,reward,done,policy_type,model_name,tool_order,llm_order,difference,consensus_gap,state_json,next_state_json,info_json
5,Retailer,42,-952.87578125,False,llm,qwen2.5:1.5b,,42,,50,"{""inventory"": 16, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 50, ""current_week"": 5, ""lead_time"": 2}","{""inventory"": 28, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 42, ""current_week"": 5, ""lead_time"": 2}","{""cost"": 764.0, ""bullwhip"": 48.75781250000001, ""negotiation_proposals"": null}"
5,Wholesaler,40,-952.87578125,False,llm,qwen2.5:1.5b,,40,,50,"{""inventory"": 0, ""backlog"": 148, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 50, ""last_order"": 50, ""current_week"": 5, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 178, ""incoming_shipments"": 50, ""pipeline_inventory"": 50, ""last_customer_demand"": 42, ""last_order"": 40, ""current_week"": 5, ""lead_time"": 2}","{""cost"": 764.0, ""bullwhip"": 48.75781250000001, ""negotiation_proposals"": null}"
5,Distributor,90,-952.87578125,False,llm,qwen2.5:1.5b,,90,,50,"{""inventory"": 0, ""backlog"": 140, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 50, ""last_order"": 50, ""current_week"": 5, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 140, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 40, ""last_order"": 90, ""current_week"": 5, ""lead_time"": 2}","{""cost"": 764.0, ""bullwhip"": 48.75781250000001, ""negotiation_proposals"": null}"
5,Factory,90,-952.87578125,False,llm,qwen2.5:1.5b,,90,,50,"{""inventory"": 0, ""backlog"": 70, ""incoming_shipments"": 160, ""pipeline_inventory"": 160, ""last_customer_demand"": 50, ""last_order"": 80, ""current_week"": 5, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 50, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 90, ""last_order"": 90, ""current_week"": 5, ""lead_time"": 2}","{""cost"": 764.0, ""bullwhip"": 48.75781250000001, ""negotiation_proposals"": null}"
6,Retailer,58,-1049.5458333333333,False,llm,qwen2.5:1.5b,,58,,30,"{""inventory"": 28, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 42, ""current_week"": 6, ""lead_time"": 2}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 58, ""current_week"": 6, ""lead_time"": 2}","{""cost"": 840.0, ""bullwhip"": 45.458333333333336, ""negotiation_proposals"": null}"
6,Wholesaler,50,-1049.5458333333333,False,llm,qwen2.5:1.5b,,50,,30,"{""inventory"": 0, ""backlog"": 178, ""incoming_shipments"": 50, ""pipeline_inventory"": 50, ""last_customer_demand"": 42, ""last_order"": 40, ""current_week"": 6, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 220, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 58, ""last_order"": 50, ""current_week"": 6, ""lead_time"": 2}","{""cost"": 840.0, ""bullwhip"": 45.458333333333336, ""negotiation_proposals"": null}"
6,Distributor,80,-1049.5458333333333,False,llm,qwen2.5:1.5b,,80,,30,"{""inventory"": 0, ""backlog"": 140, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 40, ""last_order"": 90, ""current_week"": 6, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 140, ""incoming_shipments"": 160, ""pipeline_inventory"": 160, ""last_customer_demand"": 50, ""last_order"": 80, ""current_week"": 6, ""lead_time"": 2}","{""cost"": 840.0, ""bullwhip"": 45.458333333333336, ""negotiation_proposals"": null}"
6,Factory,80,-1049.5458333333333,False,llm,qwen2.5:1.5b,,80,,30,"{""inventory"": 0, ""backlog"": 50, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 90, ""last_order"": 90, ""current_week"": 6, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 50, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 80, ""last_order"": 80, ""current_week"": 6, ""lead_time"": 2}","{""cost"": 840.0, ""bullwhip"": 45.458333333333336, ""negotiation_proposals"": null}"
7,Retailer,42,-1032.612890625,False,llm,qwen2.5:1.5b,,42,,48,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 58, ""current_week"": 7, ""lead_time"": 2}","{""inventory"": 32, ""backlog"": 0, ""incoming_shipments"": 50, ""pipeline_inventory"": 50, ""last_customer_demand"": 8, ""last_order"": 42, ""current_week"": 7, ""lead_time"": 2}","{""cost"": 828.0, ""bullwhip"": 56.12890625, ""negotiation_proposals"": null}"
7,Wholesaler,90,-1032.612890625,False,llm,qwen2.5:1.5b,,90,,48,"{""inventory"": 0, ""backlog"": 220, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 58, ""last_order"": 50, ""current_week"": 7, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 228, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 42, ""last_order"": 90, ""current_week"": 7, ""lead_time"": 2}","{""cost"": 828.0, ""bullwhip"": 56.12890625, ""negotiation_proposals"": null}"
7,Distributor,50,-1032.612890625,False,llm,qwen2.5:1.5b,,50,,48,"{""inventory"": 0, ""backlog"": 140, ""incoming_shipments"": 160, ""pipeline_inventory"": 160, ""last_customer_demand"": 50, ""last_order"": 80, ""current_week"": 7, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 120, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 90, ""last_order"": 50, ""current_week"": 7, ""lead_time"": 2}","{""cost"": 828.0, ""bullwhip"": 56.12890625, ""negotiation_proposals"": null}"
7,Factory,50,-1032.612890625,False,llm,qwen2.5:1.5b,,50,,48,"{""inventory"": 0, ""backlog"": 50, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 80, ""last_order"": 80, ""current_week"": 7, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 50, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 50, ""last_order"": 50, ""current_week"": 7, ""lead_time"": 2}","{""cost"": 828.0, ""bullwhip"": 56.12890625, ""negotiation_proposals"": null}"
8,Retailer,50,-929.8825,False,llm,qwen2.5:1.5b,,50,,50,"{""inventory"": 32, ""backlog"": 0, ""incoming_shipments"": 50, ""pipeline_inventory"": 50, ""last_customer_demand"": 8, ""last_order"": 42, ""current_week"": 8, ""lead_time"": 2}","{""inventory"": 24, ""backlog"": 0, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 8, ""last_order"": 50, ""current_week"": 8, ""lead_time"": 2}","{""cost"": 744.0, ""bullwhip"": 58.825, ""negotiation_proposals"": null}"
8,Wholesaler,54,-929.8825,False,llm,qwen2.5:1.5b,,54,,50,"{""inventory"": 0, ""backlog"": 228, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 42, ""last_order"": 90, ""current_week"": 8, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 230, ""incoming_shipments"": 160, ""pipeline_inventory"": 160, ""last_customer_demand"": 50, ""last_order"": 54, ""current_week"": 8, ""lead_time"": 2}","{""cost"": 744.0, ""bullwhip"": 58.825, ""negotiation_proposals"": null}"
8,Distributor,20,-929.8825,False,llm,qwen2.5:1.5b,,20,,50,"{""inventory"": 0, ""backlog"": 120, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 90, ""last_order"": 50, ""current_week"": 8, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 120, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 54, ""last_order"": 20, ""current_week"": 8, ""lead_time"": 2}","{""cost"": 744.0, ""bullwhip"": 58.825, ""negotiation_proposals"": null}"
8,Factory,70,-929.8825,False,llm,qwen2.5:1.5b,,70,,50,"{""inventory"": 0, ""backlog"": 50, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 50, ""last_order"": 50, ""current_week"": 8, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 10, ""incoming_shipments"": 130, ""pipeline_inventory"": 130, ""last_customer_demand"": 20, ""last_order"": 70, ""current_week"": 8, ""lead_time"": 2}","{""cost"": 744.0, ""bullwhip"": 58.825, ""negotiation_proposals"": null}"
9,Retailer,42,-882.1513020833333,False,llm,qwen2.5:1.5b,,42,,38,"{""inventory"": 24, ""backlog"": 0, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 8, ""last_order"": 50, ""current_week"": 9, ""lead_time"": 2}","{""inventory"": 66, ""backlog"": 0, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 8, ""last_order"": 42, ""current_week"": 9, ""lead_time"": 2}","{""cost"": 724.0, ""bullwhip"": 61.513020833333336, ""negotiation_proposals"": null}"
9,Wholesaler,80,-882.1513020833333,False,llm,qwen2.5:1.5b,,80,,38,"{""inventory"": 0, ""backlog"": 230, ""incoming_shipments"": 160, ""pipeline_inventory"": 160, ""last_customer_demand"": 50, ""last_order"": 54, ""current_week"": 9, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 210, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 42, ""last_order"": 80, ""current_week"": 9, ""lead_time"": 2}","{""cost"": 724.0, ""bullwhip"": 61.513020833333336, ""negotiation_proposals"": null}"
9,Distributor,54,-882.1513020833333,False,llm,qwen2.5:1.5b,,54,,38,"{""inventory"": 0, ""backlog"": 120, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 54, ""last_order"": 20, ""current_week"": 9, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 94, ""incoming_shipments"": 120, ""pipeline_inventory"": 120, ""last_customer_demand"": 80, ""last_order"": 54, ""current_week"": 9, ""lead_time"": 2}","{""cost"": 724.0, ""bullwhip"": 61.513020833333336, ""negotiation_proposals"": null}"
9,Factory,50,-882.1513020833333,False,llm,qwen2.5:1.5b,,50,,38,"{""inventory"": 0, ""backlog"": 10, ""incoming_shipments"": 130, ""pipeline_inventory"": 130, ""last_customer_demand"": 20, ""last_order"": 70, ""current_week"": 9, ""lead_time"": 2}","{""inventory"": 50, ""backlog"": 0, ""incoming_shipments"": 120, ""pipeline_inventory"": 120, ""last_customer_demand"": 54, ""last_order"": 50, ""current_week"": 9, ""lead_time"": 2}","{""cost"": 724.0, ""bullwhip"": 61.513020833333336, ""negotiation_proposals"": null}"
10,Retailer,58,-766.2473214285715,False,llm,qwen2.5:1.5b,,58,,32,"{""inventory"": 66, ""backlog"": 0, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 8, ""last_order"": 42, ""current_week"": 10, ""lead_time"": 2}","{""inventory"": 98, ""backlog"": 0, ""incoming_shipments"": 160, ""pipeline_inventory"": 160, ""last_customer_demand"": 8, ""last_order"": 58, ""current_week"": 10, ""lead_time"": 2}","{""cost"": 636.0, ""bullwhip"": 72.47321428571428, ""negotiation_proposals"": null}"
10,Wholesaler,90,-766.2473214285715,False,llm,qwen2.5:1.5b,,90,,32,"{""inventory"": 0, ""backlog"": 210, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 42, ""last_order"": 80, ""current_week"": 10, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 162, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 58, ""last_order"": 90, ""current_week"": 10, ""lead_time"": 2}","{""cost"": 636.0, ""bullwhip"": 72.47321428571428, ""negotiation_proposals"": null}"
10,Distributor,86,-766.2473214285715,False,llm,qwen2.5:1.5b,,86,,32,"{""inventory"": 0, ""backlog"": 94, ""incoming_shipments"": 120, ""pipeline_inventory"": 120, ""last_customer_demand"": 80, ""last_order"": 54, ""current_week"": 10, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 84, ""incoming_shipments"": 84, ""pipeline_inventory"": 84, ""last_customer_demand"": 90, ""last_order"": 86, ""current_week"": 10, ""lead_time"": 2}","{""cost"": 636.0, ""bullwhip"": 72.47321428571428, ""negotiation_proposals"": null}"
10,Factory,76,-766.2473214285715,False,llm,qwen2.5:1.5b,,76,,32,"{""inventory"": 50, ""backlog"": 0, ""incoming_shipments"": 120, ""pipeline_inventory"": 120, ""last_customer_demand"": 54, ""last_order"": 50, ""current_week"": 10, ""lead_time"": 2}","{""inventory"": 46, ""backlog"": 0, ""incoming_shipments"": 120, ""pipeline_inventory"": 120, ""last_customer_demand"": 86, ""last_order"": 76, ""current_week"": 10, ""lead_time"": 2}","{""cost"": 636.0, ""bullwhip"": 72.47321428571428, ""negotiation_proposals"": null}"
11,Retailer,42,-908.0771484375,False,llm,qwen2.5:1.5b,,42,,50,"{""inventory"": 98, ""backlog"": 0, ""incoming_shipments"": 160, ""pipeline_inventory"": 160, ""last_customer_demand"": 8, ""last_order"": 58, ""current_week"": 11, ""lead_time"": 2}","{""inventory"": 160, ""backlog"": 0, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 8, ""last_order"": 42, ""current_week"": 11, ""lead_time"": 2}","{""cost"": 758.0, ""bullwhip"": 80.771484375, ""negotiation_proposals"": null}"
11,Wholesaler,82,-908.0771484375,False,llm,qwen2.5:1.5b,,82,,50,"{""inventory"": 0, ""backlog"": 162, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 58, ""last_order"": 90, ""current_week"": 11, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 140, ""incoming_shipments"": 120, ""pipeline_inventory"": 120, ""last_customer_demand"": 42, ""last_order"": 82, ""current_week"": 11, ""lead_time"": 2}","{""cost"": 758.0, ""bullwhip"": 80.771484375, ""negotiation_proposals"": null}"
11,Distributor,92,-908.0771484375,False,llm,qwen2.5:1.5b,,92,,50,"{""inventory"": 0, ""backlog"": 84, ""incoming_shipments"": 84, ""pipeline_inventory"": 84, ""last_customer_demand"": 90, ""last_order"": 86, ""current_week"": 11, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 144, ""incoming_shipments"": 140, ""pipeline_inventory"": 140, ""last_customer_demand"": 82, ""last_order"": 92, ""current_week"": 11, ""lead_time"": 2}","{""cost"": 758.0, ""bullwhip"": 80.771484375, ""negotiation_proposals"": null}"
11,Factory,54,-908.0771484375,False,llm,qwen2.5:1.5b,,54,,50,"{""inventory"": 46, ""backlog"": 0, ""incoming_shipments"": 120, ""pipeline_inventory"": 120, ""last_customer_demand"": 86, ""last_order"": 76, ""current_week"": 11, ""lead_time"": 2}","{""inventory"": 30, ""backlog"": 0, ""incoming_shipments"": 126, ""pipeline_inventory"": 126, ""last_customer_demand"": 92, ""last_order"": 54, ""current_week"": 11, ""lead_time"": 2}","{""cost"": 758.0, ""bullwhip"": 80.771484375, ""negotiation_proposals"": null}"
12,Retailer,83,-940.8300347222222,False,llm,qwen2.5:1.5b,,83,,30,"{""inventory"": 160, ""backlog"": 0, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 8, ""last_order"": 42, ""current_week"": 12, ""lead_time"": 2}","{""inventory"": 242, ""backlog"": 0, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 8, ""last_order"": 83, ""current_week"": 12, ""lead_time"": 2}","{""cost"": 794.0, ""bullwhip"": 88.30034722222223, ""negotiation_proposals"": null}"
12,Wholesaler,56,-940.8300347222222,False,llm,qwen2.5:1.5b,,56,,30,"{""inventory"": 0, ""backlog"": 140, ""incoming_shipments"": 120, ""pipeline_inventory"": 120, ""last_customer_demand"": 42, ""last_order"": 82, ""current_week"": 12, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 92, ""incoming_shipments"": 84, ""pipeline_inventory"": 84, ""last_customer_demand"": 83, ""last_order"": 56, ""current_week"": 12, ""lead_time"": 2}","{""cost"": 794.0, ""bullwhip"": 88.30034722222223, ""negotiation_proposals"": null}"
12,Distributor,86,-940.8300347222222,False,llm,qwen2.5:1.5b,,86,,30,"{""inventory"": 0, ""backlog"": 144, ""incoming_shipments"": 140, ""pipeline_inventory"": 140, ""last_customer_demand"": 82, ""last_order"": 92, ""current_week"": 12, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 172, ""incoming_shipments"": 166, ""pipeline_inventory"": 166, ""last_customer_demand"": 56, ""last_order"": 86, ""current_week"": 12, ""lead_time"": 2}","{""cost"": 794.0, ""bullwhip"": 88.30034722222223, ""negotiation_proposals"": null}"
