week,agent_role,action,reward,done,policy_type,model_name,tool_order,llm_order,difference,consensus_gap,state_json,next_state_json,info_json
2,Distributor,0,-68.0,False,llm,Qwen/Qwen3-4B,0,0,0,0,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 2, ""lead_time"": 2}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 2, ""lead_time"": 2}","{""cost"": 68.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
2,Factory,0,-68.0,False,llm,Qwen/Qwen3-4B,0,0,0,0,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 2, ""lead_time"": 2}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 2, ""lead_time"": 2}","{""cost"": 68.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
3,Retailer,0,-64.0,False,llm,Qwen/Qwen3-4B,0,0,0,0,"{""inventory"": 8, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 4, ""last_order"": 0, ""current_week"": 3, ""lead_time"": 2}","{""inventory"": 4, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 4, ""last_order"": 0, ""current_week"": 3, ""lead_time"": 2}","{""cost"": 64.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
3,Wholesaler,0,-64.0,False,llm,Qwen/Qwen3-4B,0,0,0,0,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 3, ""lead_time"": 2}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 3, ""lead_time"": 2}","{""cost"": 64.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
3,Distributor,0,-64.0,False,llm,Qwen/Qwen3-4B,0,0,0,0,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 3, ""lead_time"": 2}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 3, ""lead_time"": 2}","{""cost"": 64.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
3,Factory,0,-64.0,False,llm,Qwen/Qwen3-4B,0,0,0,0,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 3, ""lead_time"": 2}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 3, ""lead_time"": 2}","{""cost"": 64.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
4,Retailer,4,-70.025,False,llm,Qwen/Qwen3-4B,4,4,0,4,"{""inventory"": 4, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 4, ""last_order"": 0, ""current_week"": 4, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 4, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 8, ""last_order"": 4, ""current_week"": 4, ""lead_time"": 2}","{""cost"": 68.0, ""bullwhip"": 0.25, ""negotiation_proposals"": null}"
4,Wholesaler,0,-70.025,False,llm,Qwen/Qwen3-4B,0,0,0,4,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 4, ""lead_time"": 2}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 4, ""last_order"": 0, ""current_week"": 4, ""lead_time"": 2}","{""cost"": 68.0, ""bullwhip"": 0.25, ""negotiation_proposals"": null}"
4,Distributor,0,-70.025,False,llm,Qwen/Qwen3-4B,0,0,0,4,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 4, ""lead_time"": 2}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 4, ""lead_time"": 2}","{""cost"": 68.0, ""bullwhip"": 0.25, ""negotiation_proposals"": null}"
4,Factory,0,-70.025,False,llm,Qwen/Qwen3-4B,0,0,0,4,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 4, ""lead_time"": 2}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 4, ""lead_time"": 2}","{""cost"": 68.0, ""bullwhip"": 0.25, ""negotiation_proposals"": null}"
5,Retailer,20,-86.375,False,llm,Qwen/Qwen3-4B,20,20,0,20,"{""inventory"": 0, ""backlog"": 4, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 8, ""last_order"": 4, ""current_week"": 5, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 12, ""incoming_shipments"": 4, ""pipeline_inventory"": 4, ""last_customer_demand"": 8, ""last_order"": 20, ""current_week"": 5, ""lead_time"": 2}","{""cost"": 80.0, ""bullwhip"": 3.7500000000000004, ""negotiation_proposals"": null}"
5,Wholesaler,0,-86.375,False,llm,Qwen/Qwen3-4B,0,0,0,20,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 4, ""last_order"": 0, ""current_week"": 5, ""lead_time"": 2}","{""inventory"": 16, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 20, ""last_order"": 0, ""current_week"": 5, ""lead_time"": 2}","{""cost"": 80.0, ""bullwhip"": 3.7500000000000004, ""negotiation_proposals"": null}"
5,Distributor,0,-86.375,False,llm,Qwen/Qwen3-4B,0,0,0,20,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 5, ""lead_time"": 2}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 5, ""lead_time"": 2}","{""cost"": 80.0, ""bullwhip"": 3.7500000000000004, ""negotiation_proposals"": null}"
5,Factory,0,-86.375,False,llm,Qwen/Qwen3-4B,0,0,0,20,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 5, ""lead_time"": 2}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 5, ""lead_time"": 2}","{""cost"": 80.0, ""bullwhip"": 3.7500000000000004, ""negotiation_proposals"": null}"
6,Retailer,28,-101.19166666666666,False,llm,Qwen/Qwen3-4B,28,28,0,28,"{""inventory"": 0, ""backlog"": 12, ""incoming_shipments"": 4, ""pipeline_inventory"": 4, ""last_customer_demand"": 8, ""last_order"": 20, ""current_week"": 6, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 20, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 28, ""current_week"": 6, ""lead_time"": 2}","{""cost"": 88.0, ""bullwhip"": 11.916666666666668, ""negotiation_proposals"": null}"
6,Wholesaler,24,-101.19166666666666,False,llm,Qwen/Qwen3-4B,24,24,0,28,"{""inventory"": 16, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 20, ""last_order"": 0, ""current_week"": 6, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 4, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 28, ""last_order"": 24, ""current_week"": 6, ""lead_time"": 2}","{""cost"": 88.0, ""bullwhip"": 11.916666666666668, ""negotiation_proposals"": null}"
6,Distributor,0,-101.19166666666666,False,llm,Qwen/Qwen3-4B,0,0,0,28,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 6, ""lead_time"": 2}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 24, ""last_order"": 0, ""current_week"": 6, ""lead_time"": 2}","{""cost"": 88.0, ""bullwhip"": 11.916666666666668, ""negotiation_proposals"": null}"
6,Factory,0,-101.19166666666666,False,llm,Qwen/Qwen3-4B,0,0,0,28,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 6, ""lead_time"": 2}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 6, ""lead_time"": 2}","{""cost"": 88.0, ""bullwhip"": 11.916666666666668, ""negotiation_proposals"": null}"
7,Retailer,36,-174.303125,False,llm,Qwen/Qwen3-4B,36,36,0,60,"{""inventory"": 0, ""backlog"": 20, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 28, ""current_week"": 7, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 24, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 8, ""last_order"": 36, ""current_week"": 7, ""lead_time"": 2}","{""cost"": 140.0, ""bullwhip"": 43.03125, ""negotiation_proposals"": null}"
7,Wholesaler,60,-174.303125,False,llm,Qwen/Qwen3-4B,60,60,0,60,"{""inventory"": 0, ""backlog"": 4, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 28, ""last_order"": 24, ""current_week"": 7, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 32, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 36, ""last_order"": 60, ""current_week"": 7, ""lead_time"": 2}","{""cost"": 140.0, ""bullwhip"": 43.03125, ""negotiation_proposals"": null}"
7,Distributor,28,-174.303125,False,llm,Qwen/Qwen3-4B,28,28,0,60,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 24, ""last_order"": 0, ""current_week"": 7, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 4, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 60, ""last_order"": 28, ""current_week"": 7, ""lead_time"": 2}","{""cost"": 140.0, ""bullwhip"": 43.03125, ""negotiation_proposals"": null}"
7,Factory,0,-174.303125,False,llm,Qwen/Qwen3-4B,0,0,0,60,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 7, ""lead_time"": 2}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 28, ""last_order"": 0, ""current_week"": 7, ""lead_time"": 2}","{""cost"": 140.0, ""bullwhip"": 43.03125, ""negotiation_proposals"": null}"
8,Retailer,40,-397.01625,False,llm,Qwen/Qwen3-4B,40,40,0,14,"{""inventory"": 0, ""backlog"": 24, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 8, ""last_order"": 36, ""current_week"": 8, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 16, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 8, ""last_order"": 40, ""current_week"": 8, ""lead_time"": 2}","{""cost"": 312.0, ""bullwhip"": 70.16250000000001, ""negotiation_proposals"": null}"
8,Wholesaler,50,-397.01625,False,llm,Qwen/Qwen3-4B,100,50,50,14,"{""inventory"": 0, ""backlog"": 32, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 36, ""last_order"": 60, ""current_week"": 8, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 68, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 40, ""last_order"": 50, ""current_week"": 8, ""lead_time"": 2}","{""cost"": 312.0, ""bullwhip"": 70.16250000000001, ""negotiation_proposals"": null}"
8,Distributor,40,-397.01625,False,llm,Qwen/Qwen3-4B,100,40,60,14,"{""inventory"": 0, ""backlog"": 4, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 60, ""last_order"": 28, ""current_week"": 8, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 64, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 50, ""last_order"": 40, ""current_week"": 8, ""lead_time"": 2}","{""cost"": 312.0, ""bullwhip"": 70.16250000000001, ""negotiation_proposals"": null}"
8,Factory,36,-397.01625,False,llm,Qwen/Qwen3-4B,36,36,0,14,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 28, ""last_order"": 0, ""current_week"": 8, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 8, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 40, ""last_order"": 36, ""current_week"": 8, ""lead_time"": 2}","{""cost"": 312.0, ""bullwhip"": 70.16250000000001, ""negotiation_proposals"": null}"
9,Retailer,32,-698.4052083333333,False,llm,Qwen/Qwen3-4B,32,32,0,56,"{""inventory"": 0, ""backlog"": 16, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 8, ""last_order"": 40, ""current_week"": 9, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 24, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 32, ""current_week"": 9, ""lead_time"": 2}","{""cost"": 548.0, ""bullwhip"": 134.05208333333334, ""negotiation_proposals"": null}"
9,Wholesaler,50,-698.4052083333333,False,llm,Qwen/Qwen3-4B,100,50,50,56,"{""inventory"": 0, ""backlog"": 68, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 40, ""last_order"": 50, ""current_week"": 9, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 88, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 32, ""last_order"": 50, ""current_week"": 9, ""lead_time"": 2}","{""cost"": 548.0, ""bullwhip"": 134.05208333333334, ""negotiation_proposals"": null}"
9,Distributor,64,-698.4052083333333,False,llm,Qwen/Qwen3-4B,100,64,36,56,"{""inventory"": 0, ""backlog"": 64, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 50, ""last_order"": 40, ""current_week"": 9, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 114, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 50, ""last_order"": 64, ""current_week"": 9, ""lead_time"": 2}","{""cost"": 548.0, ""bullwhip"": 134.05208333333334, ""negotiation_proposals"": null}"
9,Factory,88,-698.4052083333333,False,llm,Qwen/Qwen3-4B,88,88,0,56,"{""inventory"": 0, ""backlog"": 8, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 40, ""last_order"": 36, ""current_week"": 9, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 48, ""incoming_shipments"": 36, ""pipeline_inventory"": 36, ""last_customer_demand"": 64, ""last_order"": 88, ""current_week"": 9, ""lead_time"": 2}","{""cost"": 548.0, ""bullwhip"": 134.05208333333334, ""negotiation_proposals"": null}"
10,Retailer,40,-1038.1473214285716,False,llm,Qwen/Qwen3-4B,40,40,0,48,"{""inventory"": 0, ""backlog"": 24, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 32, ""current_week"": 10, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 32, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 40, ""current_week"": 10, ""lead_time"": 2}","{""cost"": 816.0, ""bullwhip"": 181.47321428571428, ""negotiation_proposals"": null}"
10,Wholesaler,50,-1038.1473214285716,False,llm,Qwen/Qwen3-4B,100,50,50,48,"{""inventory"": 0, ""backlog"": 88, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 32, ""last_order"": 50, ""current_week"": 10, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 120, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 40, ""last_order"": 50, ""current_week"": 10, ""lead_time"": 2}","{""cost"": 816.0, ""bullwhip"": 181.47321428571428, ""negotiation_proposals"": null}"
10,Distributor,64,-1038.1473214285716,False,llm,Qwen/Qwen3-4B,100,64,36,48,"{""inventory"": 0, ""backlog"": 114, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 50, ""last_order"": 64, ""current_week"": 10, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 144, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 50, ""last_order"": 64, ""current_week"": 10, ""lead_time"": 2}","{""cost"": 816.0, ""bullwhip"": 181.47321428571428, ""negotiation_proposals"": null}"
10,Factory,88,-1038.1473214285716,False,llm,Qwen/Qwen3-4B,100,88,12,48,"{""inventory"": 0, ""backlog"": 48, ""incoming_shipments"": 36, ""pipeline_inventory"": 36, ""last_customer_demand"": 64, ""last_order"": 88, ""current_week"": 10, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 112, ""incoming_shipments"": 124, ""pipeline_inventory"": 124, ""last_customer_demand"": 64, ""last_order"": 88, ""current_week"": 10, ""lead_time"": 2}","{""cost"": 816.0, ""bullwhip"": 181.47321428571428, ""negotiation_proposals"": null}"
11,Retailer,48,-1308.3349609375,False,llm,Qwen/Qwen3-4B,48,48,0,40,"{""inventory"": 0, ""backlog"": 32, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 40, ""current_week"": 11, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 20, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 8, ""last_order"": 48, ""current_week"": 11, ""lead_time"": 2}","{""cost"": 1028.0, ""bullwhip"": 233.349609375, ""negotiation_proposals"": null}"
11,Wholesaler,80,-1308.3349609375,False,llm,Qwen/Qwen3-4B,100,80,20,40,"{""inventory"": 0, ""backlog"": 120, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 40, ""last_order"": 50, ""current_week"": 11, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 160, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 48, ""last_order"": 80, ""current_week"": 11, ""lead_time"": 2}","{""cost"": 1028.0, ""bullwhip"": 233.349609375, ""negotiation_proposals"": null}"
11,Distributor,64,-1308.3349609375,False,llm,Qwen/Qwen3-4B,100,64,36,40,"{""inventory"": 0, ""backlog"": 144, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 50, ""last_order"": 64, ""current_week"": 11, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 194, ""incoming_shipments"": 36, ""pipeline_inventory"": 36, ""last_customer_demand"": 80, ""last_order"": 64, ""current_week"": 11, ""lead_time"": 2}","{""cost"": 1028.0, ""bullwhip"": 233.349609375, ""negotiation_proposals"": null}"
11,Factory,88,-1308.3349609375,False,llm,Qwen/Qwen3-4B,100,88,12,40,"{""inventory"": 0, ""backlog"": 112, ""incoming_shipments"": 124, ""pipeline_inventory"": 124, ""last_customer_demand"": 64, ""last_order"": 88, ""current_week"": 11, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 140, ""incoming_shipments"": 176, ""pipeline_inventory"": 176, ""last_customer_demand"": 64, ""last_order"": 88, ""current_week"": 11, ""lead_time"": 2}","{""cost"": 1028.0, ""bullwhip"": 233.349609375, ""negotiation_proposals"": null}"
12,Retailer,36,-1542.103125,False,llm,Qwen/Qwen3-4B,36,36,0,52,"{""inventory"": 0, ""backlog"": 20, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 8, ""last_order"": 48, ""current_week"": 12, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 28, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 36, ""current_week"": 12, ""lead_time"": 2}","{""cost"": 1212.0, ""bullwhip"": 271.03125, ""negotiation_proposals"": null}"
12,Wholesaler,80,-1542.103125,False,llm,Qwen/Qwen3-4B,100,80,20,52,"{""inventory"": 0, ""backlog"": 160, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 48, ""last_order"": 80, ""current_week"": 12, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 188, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 36, ""last_order"": 80, ""current_week"": 12, ""lead_time"": 2}","{""cost"": 1212.0, ""bullwhip"": 271.03125, ""negotiation_proposals"": null}"
