week,agent_role,action,reward,done,policy_type,model_name,state_json,next_state_json
2,Distributor,50,-548.0,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 30, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 40, ""last_order"": 40, ""current_week"": 2}","{""inventory"": 0, ""backlog"": 70, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 50, ""last_order"": 50, ""current_week"": 2}"
2,Factory,70,-548.0,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 30, ""incoming_shipments"": 50, ""pipeline_inventory"": 50, ""last_customer_demand"": 40, ""last_order"": 40, ""current_week"": 2}","{""inventory"": 0, ""backlog"": 70, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 50, ""last_order"": 70, ""current_week"": 2}"
3,Retailer,42,-684.0,False,llm,qwen2.5:1.5b,"{""inventory"": 8, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 4, ""last_order"": 38, ""current_week"": 3}","{""inventory"": 24, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 4, ""last_order"": 42, ""current_week"": 3}"
3,Wholesaler,42,-684.0,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 76, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 38, ""last_order"": 50, ""current_week"": 3}","{""inventory"": 0, ""backlog"": 94, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 42, ""last_order"": 42, ""current_week"": 3}"
3,Distributor,40,-684.0,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 70, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 50, ""last_order"": 50, ""current_week"": 3}","{""inventory"": 0, ""backlog"": 100, ""incoming_shipments"": 50, ""pipeline_inventory"": 50, ""last_customer_demand"": 42, ""last_order"": 40, ""current_week"": 3}"
3,Factory,90,-684.0,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 70, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 50, ""last_order"": 70, ""current_week"": 3}","{""inventory"": 0, ""backlog"": 70, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 40, ""last_order"": 90, ""current_week"": 3}"
4,Retailer,50,-890.2125,False,llm,qwen2.5:1.5b,"{""inventory"": 24, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 4, ""last_order"": 42, ""current_week"": 4}","{""inventory"": 16, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 50, ""current_week"": 4}"
4,Wholesaler,58,-890.2125,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 94, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 42, ""last_order"": 42, ""current_week"": 4}","{""inventory"": 0, ""backlog"": 136, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 50, ""last_order"": 58, ""current_week"": 4}"
4,Distributor,50,-890.2125,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 100, ""incoming_shipments"": 50, ""pipeline_inventory"": 50, ""last_customer_demand"": 42, ""last_order"": 40, ""current_week"": 4}","{""inventory"": 0, ""backlog"": 142, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 58, ""last_order"": 50, ""current_week"": 4}"
4,Factory,80,-890.2125,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 70, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 40, ""last_order"": 90, ""current_week"": 4}","{""inventory"": 0, ""backlog"": 70, ""incoming_shipments"": 160, ""pipeline_inventory"": 160, ""last_customer_demand"": 50, ""last_order"": 80, ""current_week"": 4}"
5,Retailer,42,-948.29921875,False,llm,qwen2.5:1.5b,"{""inventory"": 16, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 50, ""current_week"": 5}","{""inventory"": 28, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 42, ""current_week"": 5}"
5,Wholesaler,42,-948.29921875,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 136, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 50, ""last_order"": 58, ""current_week"": 5}","{""inventory"": 0, ""backlog"": 166, ""incoming_shipments"": 50, ""pipeline_inventory"": 50, ""last_customer_demand"": 42, ""last_order"": 42, ""current_week"": 5}"
5,Distributor,92,-948.29921875,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 142, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 58, ""last_order"": 50, ""current_week"": 5}","{""inventory"": 0, ""backlog"": 150, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 42, ""last_order"": 92, ""current_week"": 5}"
5,Factory,40,-948.29921875,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 70, ""incoming_shipments"": 160, ""pipeline_inventory"": 160, ""last_customer_demand"": 50, ""last_order"": 80, ""current_week"": 5}","{""inventory"": 0, ""backlog"": 50, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 92, ""last_order"": 40, ""current_week"": 5}"
6,Retailer,50,-1055.6135416666666,False,llm,qwen2.5:1.5b,"{""inventory"": 28, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 42, ""current_week"": 6}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 50, ""current_week"": 6}"
6,Wholesaler,50,-1055.6135416666666,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 166, ""incoming_shipments"": 50, ""pipeline_inventory"": 50, ""last_customer_demand"": 42, ""last_order"": 42, ""current_week"": 6}","{""inventory"": 0, ""backlog"": 208, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 50, ""last_order"": 50, ""current_week"": 6}"
6,Distributor,88,-1055.6135416666666,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 150, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 42, ""last_order"": 92, ""current_week"": 6}","{""inventory"": 0, ""backlog"": 152, ""incoming_shipments"": 160, ""pipeline_inventory"": 160, ""last_customer_demand"": 50, ""last_order"": 88, ""current_week"": 6}"
6,Factory,88,-1055.6135416666666,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 50, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 92, ""last_order"": 40, ""current_week"": 6}","{""inventory"": 0, ""backlog"": 52, ""incoming_shipments"": 120, ""pipeline_inventory"": 120, ""last_customer_demand"": 88, ""last_order"": 88, ""current_week"": 6}"
7,Retailer,40,-1038.1015625,False,llm,qwen2.5:1.5b,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 20, ""pipeline_inventory"": 20, ""last_customer_demand"": 8, ""last_order"": 50, ""current_week"": 7}","{""inventory"": 32, ""backlog"": 0, ""incoming_shipments"": 50, ""pipeline_inventory"": 50, ""last_customer_demand"": 8, ""last_order"": 40, ""current_week"": 7}"
7,Wholesaler,90,-1038.1015625,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 208, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 50, ""last_order"": 50, ""current_week"": 7}","{""inventory"": 0, ""backlog"": 208, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 40, ""last_order"": 90, ""current_week"": 7}"
7,Distributor,52,-1038.1015625,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 152, ""incoming_shipments"": 160, ""pipeline_inventory"": 160, ""last_customer_demand"": 50, ""last_order"": 88, ""current_week"": 7}","{""inventory"": 0, ""backlog"": 132, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 90, ""last_order"": 52, ""current_week"": 7}"
7,Factory,64,-1038.1015625,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 52, ""incoming_shipments"": 120, ""pipeline_inventory"": 120, ""last_customer_demand"": 88, ""last_order"": 88, ""current_week"": 7}","{""inventory"": 0, ""backlog"": 60, ""incoming_shipments"": 128, ""pipeline_inventory"": 128, ""last_customer_demand"": 52, ""last_order"": 64, ""current_week"": 7}"
8,Retailer,50,-1060.444375,False,llm,qwen2.5:1.5b,"{""inventory"": 32, ""backlog"": 0, ""incoming_shipments"": 50, ""pipeline_inventory"": 50, ""last_customer_demand"": 8, ""last_order"": 40, ""current_week"": 8}","{""inventory"": 24, ""backlog"": 0, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 8, ""last_order"": 50, ""current_week"": 8}"
8,Wholesaler,50,-1060.444375,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 208, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 40, ""last_order"": 90, ""current_week"": 8}","{""inventory"": 0, ""backlog"": 208, ""incoming_shipments"": 160, ""pipeline_inventory"": 160, ""last_customer_demand"": 50, ""last_order"": 50, ""current_week"": 8}"
8,Distributor,94,-1060.444375,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 132, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 90, ""last_order"": 52, ""current_week"": 8}","{""inventory"": 0, ""backlog"": 132, ""incoming_shipments"": 120, ""pipeline_inventory"": 120, ""last_customer_demand"": 50, ""last_order"": 94, ""current_week"": 8}"
8,Factory,52,-1060.444375,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 60, ""incoming_shipments"": 128, ""pipeline_inventory"": 128, ""last_customer_demand"": 52, ""last_order"": 64, ""current_week"": 8}","{""inventory"": 0, ""backlog"": 72, ""incoming_shipments"": 152, ""pipeline_inventory"": 152, ""last_customer_demand"": 94, ""last_order"": 52, ""current_week"": 8}"
9,Retailer,42,-992.9424479166667,False,llm,qwen2.5:1.5b,"{""inventory"": 24, ""backlog"": 0, ""incoming_shipments"": 90, ""pipeline_inventory"": 90, ""last_customer_demand"": 8, ""last_order"": 50, ""current_week"": 9}","{""inventory"": 66, ""backlog"": 0, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 8, ""last_order"": 42, ""current_week"": 9}"
9,Wholesaler,84,-992.9424479166667,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 208, ""incoming_shipments"": 160, ""pipeline_inventory"": 160, ""last_customer_demand"": 50, ""last_order"": 50, ""current_week"": 9}","{""inventory"": 0, ""backlog"": 188, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 42, ""last_order"": 84, ""current_week"": 9}"
9,Distributor,82,-992.9424479166667,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 132, ""incoming_shipments"": 120, ""pipeline_inventory"": 120, ""last_customer_demand"": 50, ""last_order"": 94, ""current_week"": 9}","{""inventory"": 0, ""backlog"": 102, ""incoming_shipments"": 128, ""pipeline_inventory"": 128, ""last_customer_demand"": 84, ""last_order"": 82, ""current_week"": 9}"
9,Factory,48,-992.9424479166667,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 72, ""incoming_shipments"": 152, ""pipeline_inventory"": 152, ""last_customer_demand"": 94, ""last_order"": 52, ""current_week"": 9}","{""inventory"": 0, ""backlog"": 78, ""incoming_shipments"": 116, ""pipeline_inventory"": 116, ""last_customer_demand"": 82, ""last_order"": 48, ""current_week"": 9}"
10,Retailer,58,-1061.19375,False,llm,qwen2.5:1.5b,"{""inventory"": 66, ""backlog"": 0, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 8, ""last_order"": 42, ""current_week"": 10}","{""inventory"": 98, ""backlog"": 0, ""incoming_shipments"": 160, ""pipeline_inventory"": 160, ""last_customer_demand"": 8, ""last_order"": 58, ""current_week"": 10}"
10,Wholesaler,92,-1061.19375,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 188, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 42, ""last_order"": 84, ""current_week"": 10}","{""inventory"": 0, ""backlog"": 140, ""incoming_shipments"": 120, ""pipeline_inventory"": 120, ""last_customer_demand"": 58, ""last_order"": 92, ""current_week"": 10}"
10,Distributor,100,-1061.19375,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 102, ""incoming_shipments"": 128, ""pipeline_inventory"": 128, ""last_customer_demand"": 84, ""last_order"": 82, ""current_week"": 10}","{""inventory"": 0, ""backlog"": 146, ""incoming_shipments"": 152, ""pipeline_inventory"": 152, ""last_customer_demand"": 92, ""last_order"": 100, ""current_week"": 10}"
10,Factory,50,-1061.19375,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 78, ""incoming_shipments"": 116, ""pipeline_inventory"": 116, ""last_customer_demand"": 82, ""last_order"": 48, ""current_week"": 10}","{""inventory"": 0, ""backlog"": 96, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 100, ""last_order"": 50, ""current_week"": 10}"
11,Retailer,42,-1199.3533203125,False,llm,qwen2.5:1.5b,"{""inventory"": 98, ""backlog"": 0, ""incoming_shipments"": 160, ""pipeline_inventory"": 160, ""last_customer_demand"": 8, ""last_order"": 58, ""current_week"": 11}","{""inventory"": 160, ""backlog"": 0, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 8, ""last_order"": 42, ""current_week"": 11}"
11,Wholesaler,82,-1199.3533203125,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 140, ""incoming_shipments"": 120, ""pipeline_inventory"": 120, ""last_customer_demand"": 58, ""last_order"": 92, ""current_week"": 11}","{""inventory"": 0, ""backlog"": 118, ""incoming_shipments"": 128, ""pipeline_inventory"": 128, ""last_customer_demand"": 42, ""last_order"": 82, ""current_week"": 11}"
11,Distributor,100,-1199.3533203125,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 146, ""incoming_shipments"": 152, ""pipeline_inventory"": 152, ""last_customer_demand"": 92, ""last_order"": 100, ""current_week"": 11}","{""inventory"": 0, ""backlog"": 150, ""incoming_shipments"": 116, ""pipeline_inventory"": 116, ""last_customer_demand"": 82, ""last_order"": 100, ""current_week"": 11}"
11,Factory,96,-1199.3533203125,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 96, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 100, ""last_order"": 50, ""current_week"": 11}","{""inventory"": 0, ""backlog"": 144, ""incoming_shipments"": 98, ""pipeline_inventory"": 98, ""last_customer_demand"": 100, ""last_order"": 96, ""current_week"": 11}"
12,Retailer,83,-1462.06875,False,llm,qwen2.5:1.5b,"{""inventory"": 160, ""backlog"": 0, ""incoming_shipments"": 170, ""pipeline_inventory"": 170, ""last_customer_demand"": 8, ""last_order"": 42, ""current_week"": 12}","{""inventory"": 242, ""backlog"": 0, ""incoming_shipments"": 120, ""pipeline_inventory"": 120, ""last_customer_demand"": 8, ""last_order"": 83, ""current_week"": 12}"
12,Wholesaler,50,-1462.06875,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 118, ""incoming_shipments"": 128, ""pipeline_inventory"": 128, ""last_customer_demand"": 42, ""last_order"": 82, ""current_week"": 12}","{""inventory"": 0, ""backlog"": 120, ""incoming_shipments"": 152, ""pipeline_inventory"": 152, ""last_customer_demand"": 83, ""last_order"": 50, ""current_week"": 12}"
12,Distributor,58,-1462.06875,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 150, ""incoming_shipments"": 116, ""pipeline_inventory"": 116, ""last_customer_demand"": 82, ""last_order"": 100, ""current_week"": 12}","{""inventory"": 0, ""backlog"": 168, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 50, ""last_order"": 58, ""current_week"": 12}"
12,Factory,84,-1462.06875,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 144, ""incoming_shipments"": 98, ""pipeline_inventory"": 98, ""last_customer_demand"": 100, ""last_order"": 96, ""current_week"": 12}","{""inventory"": 0, ""backlog"": 196, ""incoming_shipments"": 146, ""pipeline_inventory"": 146, ""last_customer_demand"": 58, ""last_order"": 84, ""current_week"": 12}"
13,Retailer,52,-1536.896640625,False,llm,qwen2.5:1.5b,"{""inventory"": 242, ""backlog"": 0, ""incoming_shipments"": 120, ""pipeline_inventory"": 120, ""last_customer_demand"": 8, ""last_order"": 83, ""current_week"": 13}","{""inventory"": 314, ""backlog"": 0, ""incoming_shipments"": 128, ""pipeline_inventory"": 128, ""last_customer_demand"": 8, ""last_order"": 52, ""current_week"": 13}"
13,Wholesaler,83,-1536.896640625,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 120, ""incoming_shipments"": 152, ""pipeline_inventory"": 152, ""last_customer_demand"": 83, ""last_order"": 50, ""current_week"": 13}","{""inventory"": 0, ""backlog"": 115, ""incoming_shipments"": 116, ""pipeline_inventory"": 116, ""last_customer_demand"": 52, ""last_order"": 83, ""current_week"": 13}"
13,Distributor,92,-1536.896640625,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 168, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 50, ""last_order"": 58, ""current_week"": 13}","{""inventory"": 0, ""backlog"": 166, ""incoming_shipments"": 98, ""pipeline_inventory"": 98, ""last_customer_demand"": 83, ""last_order"": 92, ""current_week"": 13}"
13,Factory,52,-1536.896640625,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 196, ""incoming_shipments"": 146, ""pipeline_inventory"": 146, ""last_customer_demand"": 58, ""last_order"": 84, ""current_week"": 13}","{""inventory"": 0, ""backlog"": 204, ""incoming_shipments"": 180, ""pipeline_inventory"": 180, ""last_customer_demand"": 92, ""last_order"": 52, ""current_week"": 13}"
14,Retailer,68,-1617.2102982954545,False,llm,qwen2.5:1.5b,"{""inventory"": 314, ""backlog"": 0, ""incoming_shipments"": 128, ""pipeline_inventory"": 128, ""last_customer_demand"": 8, ""last_order"": 52, ""current_week"": 14}","{""inventory"": 346, ""backlog"": 0, ""incoming_shipments"": 152, ""pipeline_inventory"": 152, ""last_customer_demand"": 8, ""last_order"": 68, ""current_week"": 14}"
14,Wholesaler,95,-1617.2102982954545,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 115, ""incoming_shipments"": 116, ""pipeline_inventory"": 116, ""last_customer_demand"": 52, ""last_order"": 83, ""current_week"": 14}","{""inventory"": 0, ""backlog"": 103, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 68, ""last_order"": 95, ""current_week"": 14}"
14,Distributor,83,-1617.2102982954545,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 166, ""incoming_shipments"": 98, ""pipeline_inventory"": 98, ""last_customer_demand"": 83, ""last_order"": 92, ""current_week"": 14}","{""inventory"": 0, ""backlog"": 201, ""incoming_shipments"": 146, ""pipeline_inventory"": 146, ""last_customer_demand"": 95, ""last_order"": 83, ""current_week"": 14}"
14,Factory,88,-1617.2102982954545,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 204, ""incoming_shipments"": 180, ""pipeline_inventory"": 180, ""last_customer_demand"": 92, ""last_order"": 52, ""current_week"": 14}","{""inventory"": 0, ""backlog"": 200, ""incoming_shipments"": 136, ""pipeline_inventory"": 136, ""last_customer_demand"": 83, ""last_order"": 88, ""current_week"": 14}"
15,Retailer,74,-1847.4134440104167,False,llm,qwen2.5:1.5b,"{""inventory"": 346, ""backlog"": 0, ""incoming_shipments"": 152, ""pipeline_inventory"": 152, ""last_customer_demand"": 8, ""last_order"": 68, ""current_week"": 15}","{""inventory"": 426, ""backlog"": 0, ""incoming_shipments"": 116, ""pipeline_inventory"": 116, ""last_customer_demand"": 8, ""last_order"": 74, ""current_week"": 15}"
15,Wholesaler,82,-1847.4134440104167,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 103, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 68, ""last_order"": 95, ""current_week"": 15}","{""inventory"": 0, ""backlog"": 119, ""incoming_shipments"": 98, ""pipeline_inventory"": 98, ""last_customer_demand"": 74, ""last_order"": 82, ""current_week"": 15}"
15,Distributor,76,-1847.4134440104167,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 201, ""incoming_shipments"": 146, ""pipeline_inventory"": 146, ""last_customer_demand"": 95, ""last_order"": 83, ""current_week"": 15}","{""inventory"": 0, ""backlog"": 246, ""incoming_shipments"": 180, ""pipeline_inventory"": 180, ""last_customer_demand"": 82, ""last_order"": 76, ""current_week"": 15}"
15,Factory,63,-1847.4134440104167,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 200, ""incoming_shipments"": 136, ""pipeline_inventory"": 136, ""last_customer_demand"": 83, ""last_order"": 88, ""current_week"": 15}","{""inventory"": 0, ""backlog"": 199, ""incoming_shipments"": 140, ""pipeline_inventory"": 140, ""last_customer_demand"": 76, ""last_order"": 63, ""current_week"": 15}"
16,Retailer,58,-1994.8612379807691,False,llm,qwen2.5:1.5b,"{""inventory"": 426, ""backlog"": 0, ""incoming_shipments"": 116, ""pipeline_inventory"": 116, ""last_customer_demand"": 8, ""last_order"": 74, ""current_week"": 16}","{""inventory"": 482, ""backlog"": 0, ""incoming_shipments"": 100, ""pipeline_inventory"": 100, ""last_customer_demand"": 8, ""last_order"": 58, ""current_week"": 16}"
16,Wholesaler,98,-1994.8612379807691,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 119, ""incoming_shipments"": 98, ""pipeline_inventory"": 98, ""last_customer_demand"": 74, ""last_order"": 82, ""current_week"": 16}","{""inventory"": 0, ""backlog"": 145, ""incoming_shipments"": 146, ""pipeline_inventory"": 146, ""last_customer_demand"": 58, ""last_order"": 98, ""current_week"": 16}"
16,Distributor,24,-1994.8612379807691,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 246, ""incoming_shipments"": 180, ""pipeline_inventory"": 180, ""last_customer_demand"": 82, ""last_order"": 76, ""current_week"": 16}","{""inventory"": 0, ""backlog"": 232, ""incoming_shipments"": 136, ""pipeline_inventory"": 136, ""last_customer_demand"": 98, ""last_order"": 24, ""current_week"": 16}"
16,Factory,74,-1994.8612379807691,False,llm,qwen2.5:1.5b,"{""inventory"": 0, ""backlog"": 199, ""incoming_shipments"": 140, ""pipeline_inventory"": 140, ""last_customer_demand"": 76, ""last_order"": 63, ""current_week"": 16}","{""inventory"": 0, ""backlog"": 223, ""incoming_shipments"": 151, ""pipeline_inventory"": 151, ""last_customer_demand"": 24, ""last_order"": 74, ""current_week"": 16}"
